id,name,name_scientific,description,itis_id,wikipedia_id,picture_file_name,picture_content_type,picture_file_size,picture_updated_at,legacy_id,food_group,food_subgroup,food_type,created_at,updated_at,creator_id,updater_id,export_to_afcdb,category,ncbi_taxonomy_id,export_to_foodb,public_id,food_name,shared_flavor_compounds
105,apple,Malus pumila,"The apple is the pomaceous fruit of the apple tree, species Malus domestica in the rose family. It is one of the most widely cultivated tree fruits, and the most widely known of the many members of genus Malus that are used by humans. Apples grow on small, deciduous trees. The tree originated in Central Asia, where its wild ancestor, Malus sieversii, is still found today. Apples have been grown for thousands of years in Asia and Europe, and were brought to North America by European colonists. Apples have been present in the mythology and religions of many cultures, including Norse, Greek and Christian traditions. In 2010, the fruit's genome was decoded, leading to new understandings of disease control and selective breeding in apple production. There are more than 7,500 known cultivars of apples, resulting in a range of desired characteristics. Different cultivars are bred for various tastes and uses, including in cooking, fresh eating and cider production. Domestic apples are generally propagated by grafting, although wild apples grow readily from seed. Trees are prone to a number of fungal, bacterial and pest problems, which can be controlled by a number of organic and non-organic means. About 69 million tonnes of apples were grown worldwide in 2010, and China produced almost half of this total. The United States is the second-leading producer, with more than 6% of world production. Turkey is third, followed by Italy, India and Poland. Apples are often eaten raw, but can also be found in many prepared foods (especially desserts) and drinks. Many beneficial health effects have been found from eating apples; however, two forms of allergies are seen to various proteins found in the fruit.",25262.0,Apple,105.jpg,image/jpeg,86997.0,2012-04-20 09:44:31 UTC,112.0,Fruits,Pomes,Type 1,2011-02-09 00:37:20 UTC,2019-05-14 18:04:16 UTC,,,False,specific,283210.0,True,FOOD00105,apple,32.0
125,rice,Oryza sativa,"Rice is the seed of the monocot plants Oryza sativa (Asian rice) or Oryza glaberrima (African rice). As a cereal grain, it is the most widely consumed staple food for a large part of the world's human population, especially in Asia and the West Indies. It is the grain with the second-highest worldwide production, after maize (corn), according to data for 2010. Since a large portion of maize crops are grown for purposes other than human consumption, rice is the most important grain with regard to human nutrition and caloric intake, providing more than one fifth of the calories consumed worldwide by the human species. Genetic evidence has shown that rice originates from a single domestication 8,200–13,500 years ago, in the Pearl River valley region of China. Previously, archaeological evidence had suggested that rice was domesticated in the Yangtze River valley region in China. From East Asia, rice spread to Southeast and South Asia. Rice was introduced to Europe through Western Asia, and to the Americas through European colonization. There are many varieties of rice and culinary preferences tend to vary regionally. In the Far East, there is a preference for softer and stickier varieties. Because of its importance as a staple food, rice has considerable cultural importance. Rice is often directly associated with prosperity and fertility. Therefore, there is the custom of throwing rice at weddings. Rice is normally grown as an annual plant, although in tropical areas it can survive as a perennial and can produce a ratoon crop for up to 30 years. The rice plant can grow to 1–1.8 m tall, occasionally more depending on the variety and soil fertility. It has long, slender leaves 50–100 cm long and 2–2.5 cm broad. The small wind-pollinated flowers are produced in a branched arching to pendulous inflorescence 30–50 cm long. The edible seed is a grain 5–12 mm long and 2–3 mm thick. Rice cultivation is well-suited to countries and regions with low labor costs and high rainfall, as it is labor-intensive to cultivate and requires ample water. Rice can be grown practically anywhere, even on a steep hill or mountain. Although its parent species are native to Asia and certain parts of Africa, centuries of trade and exportation have made it commonplace in many cultures worldwide. The traditional method for cultivating rice is flooding the fields while, or after, setting the young seedlings. This simple method requires sound planning and servicing of the water damming and channeling, but reduces the growth of less robust weed and pest plants that have no submerged growth state, and deters vermin. While flooding is not mandatory for the cultivation of rice, all other methods of irrigation require higher effort in weed and pest control during growth periods and a different approach for fertilizing the soil. The name wild rice is usually used for species of the grass genus Zizania, both wild and domesticated, although the term may also be used for primitive or uncultivated varieties of Oryza.",41976.0,Rice,125.jpg,image/jpeg,102222.0,2012-04-20 09:34:03 UTC,132.0,Cereals and cereal products,Cereals,Type 1,2011-02-09 00:37:21 UTC,2019-05-14 18:04:16 UTC,,,False,specific,4530.0,True,FOOD00125,rice,2.0
148,almond,Prunus dulcis,"The almond (Prunus dulcis, syn. Prunus amygdalus, Amygdalus communis, Amygdalus dulcis) (or badam in Indian English, from Persian:  بادام ) is a species of tree native to the Middle East and South Asia. ""Almond"" is also the name of the edible and widely cultivated seed of this tree. Within the genus Prunus, it is classified with the peach in the subgenus Amygdalus, distinguished from the other subgenera by the corrugated shell (endocarp) surrounding the seed.
The fruit of the almond is a drupe, consisting of an outer hull and a hard shell with the seed (which is not a true nut) inside. Shelling almonds refers to removing the shell to reveal the seed. Almonds are sold shelled (i.e., after the shells are removed), or unshelled (i.e., with the shells still attached). Blanched almonds are shelled almonds that have been treated with hot water to soften the seedcoat, which is then removed to reveal the white embryo.",24775.0,Prunus_dulcis,148.jpg,image/jpeg,14928.0,2012-04-20 09:29:53 UTC,157.0,Nuts,Nuts,Type 1,2011-02-09 00:37:22 UTC,2019-05-14 18:04:17 UTC,,,False,specific,3755.0,True,FOOD00148,almond,4.0
175,potato,Solanum tuberosum,"The potato is a starchy, tuberous crop from the perennial Solanum tuberosum of the Solanaceae family (also known as the nightshades). The word may refer to the plant itself as well as the edible tuber. In the region of the Andes, there are some other closely related cultivated potato species. Potatoes were introduced outside the Andes region four centuries ago, and have become an integral part of much of the world's cuisine. It is the world's fourth-largest food crop, following rice, wheat and maize. Long-term storage of potatoes requires specialised care in cold warehouses. Wild potato species occur throughout the Americas, from the United States to southern Chile. The potato was originally believed to have been domesticated independently in multiple locations, but later genetic testing of the wide variety of cultivars and wild species proved a single origin for potatoes in the area of present-day southern Peru and extreme northwestern Bolivia (from a species in the Solanum brevicaule complex), where they were domesticated 7,000–10,000 years ago. Following centuries of selective breeding, there are now over a thousand different types of potatoes. Of these subspecies, a variety that at one point grew in the Chiloé Archipelago left its germplasm on over 99% of the cultivated potatoes worldwide. The annual diet of an average global citizen in the first decade of the 21st century included about 33 kg of potato. However, the local importance of potato is extremely variable and rapidly changing. It remains an essential crop in Europe (especially eastern and central Europe), where per capita production is still the highest in the world, but the most rapid expansion over the past few decades has occurred in southern and eastern Asia. China is now the world's largest potato-producing country, and nearly a third of the world's potatoes are harvested in China and India.",505272.0,Potato,175.jpg,image/jpeg,135158.0,2012-04-20 09:33:45 UTC,185.0,Vegetables,Tubers,Type 1,2011-02-09 00:37:24 UTC,2019-05-14 18:04:18 UTC,,,True,specific,4113.0,True,FOOD00175,potato,2.0
178,spinach,Spinacia oleracea,"Spinach (Spinacia oleracea) is an edible flowering plant in the family of Amaranthaceae. It is native to central and southwestern Asia. It is an annual plant, which grows to a height of up to 30 cm. Spinach may survive over winter in temperate regions. The leaves are alternate, simple, ovate to triangular-based, very variable in size from about 2–30 cm long and 1–15 cm broad, with larger leaves at the base of the plant and small leaves higher on the flowering stem. The flowers are inconspicuous, yellow-green, 3–4 mm diameter, maturing into a small, hard, dry, lumpy fruit cluster 5–10 mm across containing several seeds. Common spinach, Spinacia oleracea, was long considered to be in the Chenopodiaceae family, but in 2003, the Chenopodiaceae family was combined with the Amaranthaceae family under the family name 'Amaranthaceae' in the order Caryophyllales. Within the Amaranthaceae family, Amaranthoideae and Chenopodioideae are now subfamilies, for the amaranths and the chenopods, respectively.",20709.0,Spinach,178.jpg,image/jpeg,113714.0,2012-04-20 09:30:37 UTC,188.0,Vegetables,Leaf vegetables,Type 1,2011-02-09 00:37:24 UTC,2019-05-14 18:04:18 UTC,,,True,specific,3562.0,True,FOOD00178,spinach,10.0
193,blueberry,Vaccinium myrtillus,"Bilberry is any of several species of low-growing shrubs in the genus Vaccinium, bearing edible berries. The species most often referred to is Vaccinium myrtillus L. , but there are several other closely related species.",23605.0,Bilberry,193.jpg,image/jpeg,115739.0,2012-04-20 09:29:13 UTC,205.0,Fruits,Berries,Type 1,2011-02-09 00:37:25 UTC,2019-05-14 18:04:18 UTC,,,False,specific,180763.0,True,FOOD00193,blueberry,4.0
208,banana,Musa acuminata,"A banana is an edible fruit produced by several kinds of large herbaceous flowering plants in the genus Musa. (In some countries, bananas used for cooking may be called plantains.) The fruit is variable in size, color and firmness, but is usually elongated and curved, with soft flesh rich in starch covered with a rind which may be green, yellow, red, purple, or brown when ripe. The fruits grow in clusters hanging from the top of the plant. Almost all modern edible parthenocarpic (seedless) bananas come from two wild species - Musa acuminata and Musa balbisiana. The scientific names of most cultivated bananas are Musa acuminata, Musa balbisiana, and Musa × paradisiaca for the hybrid Musa acuminata × M. balbisiana, depending on their genomic constitution. The old scientific name Musa sapientum is no longer used.",42390.0,Banana,208.jpg,image/jpeg,1285623.0,2012-04-20 09:28:59 UTC,223.0,Fruits,Tropical fruits,Type 1,2011-02-09 00:37:26 UTC,2019-05-14 18:04:19 UTC,,,False,specific,4641.0,True,FOOD00208,banana,1.0
245,carrot,Daucus carota ssp. sativus,"The carrot (<i>Daucus carota</i> subsp. <i>sativus</i>; is a root vegetable, usually orange in colour, though purple, red, white, and yellow varieties exist. It has a crisp texture when fresh. The most commonly eaten part of a carrot is a taproot, although the greens are sometimes eaten as well. It is a domesticated form of the wild carrot Daucus carota, native to Europe and southwestern Asia. The domestic carrot has been selectively bred for its greatly enlarged and more palatable, less woody-textured edible taproot. The Food and Agriculture Organization of the United Nations (FAO) reports that world production of carrots and turnips (these plants are combined by the FAO for reporting purposes) for calendar year 2011 was almost 35.658 million tonnes. Almost half were grown in China. Carrots are widely used in many cuisines, especially in the preparation of salads, and carrot salads are a tradition in many regional cuisines. (Wikipedia)",524846.0,Carrot,245.jpg,image/jpeg,15097.0,2012-04-20 09:37:51 UTC,260.0,Vegetables,Root vegetables,Type 1,2011-02-09 00:37:28 UTC,2019-05-14 18:04:20 UTC,,,True,specific,79200.0,True,FOOD00245,carrot,38.0
257,strawberry,Ribes × nidigrolaria,"The jostaberry is a complex-cross fruit bush in the Ribes genus, involving three original species, the black currant R. nigrum, the North American coastal black gooseberry R. divaricatum, and the European gooseberry R. uva-crispa. It is similar to Ribes × culverwellii, the Jochelbeere, which is descended from just two of these species, R. nigrum and R. uva-crispa.
The nearly black berry, which is smaller than a gooseberry and a bit larger than a blackcurrant, is edible both raw and cooked. It is described as having a taste intermediate between a gooseberry and a blackcurrant, with the gooseberry flavor more dominant in the unripe fruit, and the blackcurrant notes developing as the fruit ripens. The ripe fruit will hang on the bush in good condition through late summer, but is very popular with birds. The somewhat unripe fruit can be used in cooking recipes as a gooseberry. Like blackcurrants the fruit freezes well, and like many other members of the Ribes genus it is rich in Vitamin C.",,Jostaberry,257.jpg,image/jpeg,71257.0,2012-04-20 09:42:31 UTC,275.0,Fruits,Berries,Type 1,2011-02-09 00:37:29 UTC,2019-05-14 18:04:21 UTC,,,False,specific,,True,FOOD00257,strawberry,51.0
274,pasta,,"Pasta is a type of noodle and is a staple food of traditional Italian cuisine, with the first reference dating to 1154 in Sicily. It is also commonly used to refer to the variety of pasta dishes. Typically pasta is made from an unleavened dough of a durum wheat flour mixed with water and formed into sheets or various shapes, then cooked and served in any number of dishes. It can be made with flour from other cereals or grains, and eggs may be used instead of water. Pastas may be divided into two broad categories, dried (pasta secca) and fresh (pasta fresca). Chicken eggs frequently dominate as the source of the liquid component in fresh pasta. Most dried pasta is commercially produced via an extrusion process. Fresh pasta was traditionally produced by hand, sometimes with the aid of simple machines, but today many varieties of fresh pasta are also commercially produced by large scale machines, and the products are broadly available in supermarkets. Both dried and fresh pasta come in a number of shapes and varieties, with 310 specific forms known variably by over 1300 names having been recently documented. In Italy the names of specific pasta shapes or types often vary with locale. For example the form cavatelli is known by 28 different names depending on region and town. Common forms of pasta include long shapes, short shapes, tubes, flat shapes and sheets, miniature soup shapes, filled or stuffed, and specialty or decorative shapes. As a category in Italian cuisine, both dried and fresh pastas are classically used in one of three kinds of prepared dishes. As pasta asciutta (or pastasciutta) cooked pasta is plated and served with a complementary sauce or condiment. A second classification of pasta dishes is pasta in brodo in which the pasta is part of a soup-type dish. A third category is pasta al forno in which the pasta incorporated into a dish that is subsequently baked. Pasta is generally a simple dish, but comes in large varieties because it is a versatile food item. Some pasta dishes are served as a first course in Italy because the portion sizes are small and simple. The servings are usually accompanied by a side of meat. Pasta is also prepared in light lunches, such as salads or large portion sizes for dinner. It can be prepared by hand or food processor and served hot or cold. Pasta sauces vary in taste, color and texture. When choosing which type of pasta and sauce to serve together, there is a general rule that must be observed. Simple sauces like pesto are ideal for long and thin strands of pasta while tomato sauce combines well with thicker pastas. Thicker and chunkier sauces have the better ability to cling onto the holes and cuts of short, tubular, twisted pastas. Sauce should be served equally with its pasta. It is important that the sauce does not overflow the pasta. The extra sauce is left on the plate after all of the pasta is eaten.",,Pasta,274.jpg,image/jpeg,2205799.0,2012-04-20 09:34:38 UTC,297.0,Cereals and cereal products,Cereal products,Type 2,2011-02-09 00:37:29 UTC,2020-03-12 20:57:16 UTC,,2.0,False,specific,,True,FOOD00273,,
320,butter,Juglans cinerea,"Juglans cinerea, commonly known as Butternut or White Walnut, is a species of walnut native to the eastern United States and southeast Canada.
Juglans cinerea is a deciduous tree growing to 20 metres (66 ft) tall, rarely 40 metres (130 ft). Butternut grows quickly, but is rather short-lived for a tree, rarely living longer than 75 years. It has a 40?80 cm stem diameter, with light gray bark.
The leaves are pinnate, 40?70 cm long, with 11?17 leaflets, each leaflet 5?10 cm long and 3?5 cm broad. The whole leaf is downy-pubescent, and a somewhat brighter, yellower green than many other tree leaves.
The fruit is a nut, produced in bunches of 2?6 together; the nut is oblong-ovoid, 3?6 cm long and 2?4 cm broad, surrounded by a green husk before maturity in mid autumn.",19250.0,Juglans_cinerea,320.jpg,image/jpeg,194424.0,2012-04-20 09:38:06 UTC,347.0,Nuts,Nuts,Type 1,2011-02-09 00:37:35 UTC,2019-05-14 18:04:22 UTC,,,False,specific,91214.0,True,FOOD00316,butter,19.0
374,grape,Vitis,"A grape is a fruiting berry of the deciduous woody vines of the botanical genus Vitis. Grapes can be eaten raw or they can be used for making wine, jam, juice, jelly, grape seed extract, raisins, vinegar, and grape seed oil. Grapes are a non-climacteric type of fruit, generally occurring in clusters.",28606.0,Grape,374.jpg,image/jpeg,308314.0,2012-04-20 09:40:20 UTC,401.0,Fruits,Berries,Type 1,2011-02-09 00:37:38 UTC,2019-05-14 18:05:23 UTC,,,False,specific,3603.0,True,FOOD00369,grape,16.0
474,cucumber,Parastichopus californicus,"They are marine animals with a leathery skin and an elongated body containing a single, branched gonad. Sea cucumbers are found on the sea floor worldwide. The number of holothurian species worldwide is about 1250 with the greatest number being in the Asia Pacific region. Many of these are gathered for human consumption and some species are cultivated in aquaculture systems. The harvested product is variously referred to as trepang, bêche-de-mer or balate. Sea cucumbers serve a useful purpose in the marine ecosystem as they help recycle nutrients, breaking down detritus and other organic matter after which bacteria can continue the degradation process. Like all echinoderms, sea cucumbers have an endoskeleton just below the skin, calcified structures that are usually reduced to isolated microscopic ossicles (or sclerietes) joined by connective tissue. In some species these can sometimes be enlarged to flattened plates, forming an armour. In pelagic species such as Pelagothuria natatrix (Order Elasipodida, family Pelagothuriidae), the skeleton and a calcareous ring are absent. The sea cucumbers are named for their resemblance to the vegetable cucumber, but are not related to the Cucumis sativus vine.",158344.0,Sea cucumber,474.jpg,image/jpeg,83363.0,2012-04-20 09:41:53 UTC,501.0,Aquatic foods,Other aquatic foods,Type 1,2011-02-09 00:37:43 UTC,2019-05-14 18:05:25 UTC,,,False,specific,7689.0,True,FOOD00464,cucumber,7.0
546,shrimp,Caridea,"The term shrimp is used to refer to some decapod crustaceans, although the exact animals covered can vary. Used broadly, it may cover any of the groups with elongated bodies and a primarily swimming mode of locomotion – chiefly Caridea and Dendrobranchiata. In some fields, however, the term is used more narrowly, and may be restricted to Caridea, to smaller species of either group, or to only the marine species. Under the broader definition, shrimp may be synonymous with prawn, covering stalk-eyed swimming crustaceans with long narrow muscular tails, long whiskers and slender legs. They swim forwards by paddling with swimmerets on the underside of their abdomens. Crabs and lobsters have strong walking legs, whereas shrimp have thin fragile legs which they use primarily for perching. Shrimp are widespread and abundant. They can be found feeding near the seafloor on most coasts and estuaries, as well as in rivers and lakes. To escape predators, some species flip off the seafloor and dive into the sediment. They usually live from one to seven years. Shrimp are often solitary, though they can form large schools during the spawning season. There are thousands of species, and usually there is a species adapted to any particular habitat. Any small crustacean which resembles a shrimp tends to be called one. They play important roles in the food chain and are important food sources for larger animals from fish to whales. The muscular tails of shrimp can be delicious to eat, and they are widely caught and farmed for human consumption. Commercial shrimp species support an industry worth 50 billion dollars a year, and in 2010 the total commercial production of shrimp was nearly 7 million tonnes (see production chart on the right). Shrimp farming took off during the 1980s, particularly in China, and by 2007 the harvest from shrimp farms exceeded the capture of wild shrimp. There are significant issues with excessive bycatch when shrimp are captured in the wild, and with pollution damage done to estuaries when they are used to support shrimp farming. Many shrimp species are small as the term shrimp suggests, about 2 cm long, but some shrimp exceed 25 cm . Larger shrimp are more likely to be targeted commercially, and are often referred to as prawns, particularly in Britain.",96106.0,Shrimp,546.jpg,image/jpeg,82963.0,2012-04-20 09:36:22 UTC,573.0,Aquatic foods,Crustaceans,Type 1,2011-02-09 00:37:47 UTC,2019-05-14 18:05:26 UTC,,,False,specific,6694.0,True,FOOD00533,,
622,walnut,Juglans,"A walnut is an edible seed of any tree of the genus Juglans, especially the Persian or English walnut, Juglans regia. Broken nutmeats of the eastern black walnut from the tree Juglans nigra are also commercially available in small quantities, as are foods prepared with butternut nutmeats from Juglans cinerea. Walnut seeds are a high density source of nutrients, particularly proteins and essential fatty acids. Walnuts, like other tree nuts, must be processed and stored properly. Poor storage makes walnuts susceptible to insect and fungal mold infestations; the latter produces aflatoxin—a potent carcinogen. A mold infested walnut seed batch should not be screened and then consumed; the entire batch should be discarded. Walnuts are rounded, single-seeded stone fruits of the walnut tree. The walnut fruit is enclosed in a green, leathery, fleshy husk. This husk is inedible. After harvest, the removal of the husk reveals the wrinkly walnut shell, which is in two halves. This shell is hard and encloses the kernel, which is also made up of two halves separated by a partition. The seed kernels — commonly available as shelled walnuts — are enclosed in a brown seed coat which contains antioxidants. The antioxidants protect the oil-rich seed from atmospheric oxygen thereby preventing rancidity. The two most common major species of walnuts are grown for their seeds — the Persian or English Walnut and the Black Walnut. The English Walnut (J. regia) originated in Persia, and the Black Walnut (J. nigra) is native to eastern North America. The Black walnut is of high flavor, but due to its hard shell and poor hulling characteristics it is not grown commercially for nut production. The commercially produced walnut varieties are nearly all hybrids of the English walnut. Other species include J. californica, the California Black Walnut (often used as a root stock for commercial breeding of J. regia), J. cinerea (butternuts), and J. major, the Arizona Walnut. Walnuts are late to bear leaves, typically not until more than halfway through the spring. They also secrete chemicals into the soil to prevent competing vegetation from growing. Because of this, flowers or vegetable gardens should not be planted too close to them. The husks of walnut contains a juice that will readily stain anything it comes into contact with. It has been used as a dye for cloth.",19248.0,Walnut,622.jpg,image/jpeg,127484.0,2012-04-20 09:44:28 UTC,650.0,Nuts,Nuts,Type 1,2011-02-09 00:37:52 UTC,2019-05-14 18:05:28 UTC,,,False,specific,16718.0,True,FOOD00608,walnut,14.0
